track,k,mean_pass,mean_pass_ci_lo,mean_pass_ci_hi,d_pass,d_pass_ci_lo,d_pass_ci_hi
CoT,1,0.6920000000000001,0.5563333333333332,0.815675,0.6924705882352941,0.5557419678714859,0.8058617916511212
CoT,2,0.7774410774410775,0.650469696969697,0.8994316498316498,0.7900629827688651,0.6611177587824831,0.9029494990042097
CoT,3,0.8116905792620078,0.6837135848278705,0.9222278963100392,0.8279957801302338,0.6981688933452065,0.929799539721961
CoT,4,0.8300744962777364,0.7052334030394414,0.9393656572032122,0.8479479359378866,0.7243642362158869,0.9449662485584519
CoT,5,0.8420135555003009,0.7171318465530543,0.9503708986562448,0.8607595588740548,0.7365835683211982,0.9546250874446477
CoT,6,0.8506513717573713,0.731189336653042,0.9570233316337434,0.8699043647778586,0.7569651837082326,0.9602478262307862
CoT,7,0.8572819653468586,0.7324435515367524,0.9589793514710562,0.8767803811235472,0.7568664760987569,0.9662017399435893
CoT,8,0.8625555000165677,0.7420188116769535,0.9597203291621192,0.8821002201237234,0.7669725531941355,0.965556919530754
CoT,9,0.8668540033751371,0.7449370090079398,0.9638555929752162,0.8862972444187769,0.7688090250714745,0.9699535792084575
CoT,10,0.8704265151319226,0.7407974501977324,0.9668486865545671,0.8896630023394252,0.7671288283086631,0.9755976771808159
CoT,11,0.8734460916295986,0.7529879638313114,0.969158480683304,0.8924040143652493,0.7726221907931851,0.9787883298770215
CoT,12,0.8760378704104608,0.7588274969539625,0.968423796212446,0.8946706122567388,0.7792644400671302,0.9767513905134115
CoT,13,0.878294743810807,0.7659800910475085,0.9741980816952416,0.896574028892033,0.7892539494215091,0.9835138803183963
CoT,14,0.8802869455264996,0.772703427170861,0.975757473325616,0.8981974986257977,0.7927259542168141,0.984676630801188
CoT,15,0.8820682952506514,0.7674231405105519,0.9715853871947451,0.8996038403971001,0.7887765488160235,0.9796770104149818
CoT,16,0.8836804524163178,0.7706982671677094,0.975798690901769,0.9008407925694518,0.7912262727215345,0.9829112177884579
CoT,17,0.8851559120522542,0.7585101587566078,0.9789386007060388,0.9019448397085279,0.7774192469633949,0.9867877331180608
CoT,18,0.8865201702225772,0.776596004622135,0.9793714292708422,0.9029439976390119,0.7984027037044682,0.9871469053516636
CoT,19,0.887793322029381,0.768039253682322,0.9814440014523153,0.9038598641715889,0.7901843099776591,0.9886288462892034
CoT,20,0.8889912608064788,0.7790093719465897,0.9816690724044146,0.90470914405091,0.7916327252868088,0.9886879979930301
CoT,21,0.8901265903606718,0.7803329866196501,0.9823961837682371,0.9055047925834208,0.7969119398909172,0.989327972463539
CoT,22,0.8912093266282847,0.7725465625691987,0.9836847236079582,0.9062568796613771,0.7917788612644774,0.9902528592803154
CoT,23,0.8922474422036805,0.7772333280491545,0.9839997327863163,0.9069732467887521,0.7963023784167873,0.9899230300160555
CoT,24,0.8932472919807288,0.7789484578520075,0.9851220578770772,0.9076600095480368,0.8017122365193274,0.9910024164166075
